fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
98608eaf264642388b1bd5d09c32c657,Daiju Takase,1978-04-20,,['IamI'],Light Heavyweight,12.0,15.0,0.0,2.0,4.0,6.0,0.0,7.0,1.0,6.0,1.0,Japan,"Ina, Saitama",194.0,M,6.0,182.88
6fdca976a9a3440dbd7da17364418b8c,Lance Gibson,1970-11-20,Fearless,['Gibson Kickboxing & Pankration'],Middleweight,4.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,Canada,"Port Moody, British Columbia",185.0,M,5.9,179.83
539962fb61c1452caec377c662eec933,Maurice Smith,1961-12-13,Mo,['The Alliance'],Light Heavyweight,12.0,14.0,0.0,7.0,2.0,3.0,0.0,0.0,8.0,4.0,2.0,United States,"Seattle, Washington",206.0,M,6.2,188.98
1ec927ca63d0408a9cff68e9556daaf8,Aaron Brink,1974-11-12,The Frijolero,[],Heavyweight,29.0,27.0,2.0,25.0,4.0,0.0,0.0,11.0,15.0,1.0,0.0,United States,"San Diego, California",231.0,M,6.3,192.02
886ab1f349964888ba66ba4058f455c9,John Lewis,1969-07-16,,"['Lewis', 'Pederneiras Vale-Tudo']",Welterweight,3.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,United States,"Las Vegas, Nevada",160.0,M,6.0,182.88
87ff06d3c24544ad82c7a45b056d93b5,Mark Hughes,1973-10-13,,['Miletich Martial Arts'],Middleweight,6.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,United States,"Hillsborough, Illinois",185.0,M,5.8,176.78
58b446d69a2045ceb33574d6fe9c969d,Alex Stiebling,1976-12-26,The Brazilian Killa,['Integrated Fighting Academy'],Light Heavyweight,19.0,11.0,1.0,4.0,10.0,5.0,0.0,6.0,0.0,5.0,0.0,United States,"Indianapolis, Indiana",195.0,M,6.2,188.98
471c2c81f0c349ab81cffe8cfd3195e6,Ben Earwood,,,['Miletich Martial Arts'],Welterweight,12.0,3.0,0.0,2.0,6.0,2.0,2.0,1.0,0.0,2.0,0.0,United States,"Bettendorf, Iowa",170.0,M,5.8,176.78
0d1da6c5442b40238ab80ee4a0507b78,Dan Severn,1958-06-08,The Beast,['The Beast Academy'],Heavyweight,101.0,19.0,0.0,23.0,54.0,24.0,0.0,5.0,7.0,7.0,0.0,United States,"Coldwater, Michigan",253.0,M,6.2,188.98
8208d6a45632400cad581a8b3cbd5f58,LaVerne Clark,1973-12-02,Fists of Fury,['Miletich Martial Arts'],Middleweight,27.0,21.0,0.0,14.0,7.0,6.0,0.0,2.0,17.0,1.0,1.0,United States,"Davenport, Iowa",185.0,M,5.11,155.75
4ea455c99b094daeae5a27c3daabcc3e,Tedd Williams,1969-12-19,,['Williams Combat Grappling'],Heavyweight,7.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,United States,"Hesperia, California",250.0,M,6.0,182.88
3fff016c15324b71b0d1e170f6507f03,Tim Lajcik,1965-06-21,The Bohemian,['Gladiators Training Academy'],Heavyweight,7.0,6.0,0.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,United States,"Redwood, California",225.0,M,6.1,185.93
de456c36e41844cb9b228418559a81cb,Brad Gumm,,,['Gumm Mixed Martial Arts'],Welterweight,10.0,6.0,1.0,1.0,5.0,4.0,0.0,2.0,1.0,3.0,0.0,United States,"Littleton, Colorado",170.0,M,5.11,155.75
e3ee30d4e4cf40d8a537b0d9767490b0,CJ Fernandes,1977-11-13,,['HIT Squad'],Welterweight,14.0,8.0,0.0,10.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,United States,"Granite City, Illinois",170.0,M,6.0,182.88
c0e2fc466598480f80ecacf64b0efcf6,Tyrone Roberts,1972-07-14,Native Warrior,[],Heavyweight,44.0,12.0,0.0,19.0,18.0,7.0,0.0,8.0,2.0,2.0,0.0,United States,"Tama, Iowa",213.0,M,5.9,179.83
f87761f02bb3478f8707e35ab43ab790,David Dodd,,,['Arizona Combat Sports'],Light Heavyweight,4.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,United States,"Mesa, Arizona",205.0,M,6.2,188.98
b328235e952543eb88a7c1fd3d3e5762,Amaury Bitetti,,,['Arizona Combat Sports'],Light Heavyweight,4.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,United States,"Mesa, Arizona",205.0,,6.2,188.98
52143d0fe1694062adfe5a06c5882673,Alex Andrade,1974-05-14,El Toro,"[""Lion's Den""]",Light Heavyweight,10.0,5.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,United States,"Laredo, Texas",200.0,,5.11,155.75
b596ba7c914f4434927aaa954e7978bb,Marcelo Aguiar,1969-01-20,,['Academia Boxe'],Welterweight,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,Brazil,,168.0,M,5.8,176.78
89a9a17c78e542ae9809e21d1cf01760,Joao Roque,1971-07-22,,['Nova Uniao'],Featherweight,7.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,Angola,"Luanda, Luanda",145.0,M,5.6,170.69
1f9c154177c545f8b36cec54d3b4e5f7,Nate Schroeder,1973-06-02,,[],Heavyweight,11.0,10.0,0.0,1.0,10.0,0.0,0.0,5.0,3.0,2.0,0.0,United States,"Rock Island, Illinois",230.0,M,6.1,185.93
1cc0de81b6484d16bdb73407483c69c4,Adrian Serrano,1963-12-23,,['Adrian Serrano Combat Sports Gym'],Middleweight,56.0,29.0,0.0,14.0,31.0,8.0,3.0,12.0,13.0,4.0,0.0,United States,"Milwaukee, Wisconsin",175.0,M,5.8,176.78
da89ece842c84db0a12ba8a47d742e8f,Wanderlei Silva,1976-07-03,The Axe Murderer,['Wand Fight Team'],Middleweight,35.0,14.0,1.0,27.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,Brazil,"Curitiba, Parana",185.0,M,5.1,155.45
a3d79290dc6d43ceb37a89b5e32e5230,Sanae Kikuta,1971-09-10,,['Grabaka'],Light Heavyweight,31.0,9.0,1.0,5.0,16.0,10.0,0.0,4.0,2.0,3.0,0.0,Japan,"Nerima, Tokyo",200.0,M,5.9,179.83
470661f486674448b0a8a8c4f845b8ed,Ron Waterman,1965-11-23,H2O,['Colorado Stars'],Heavyweight,16.0,6.0,0.0,6.0,8.0,2.0,0.0,4.0,1.0,1.0,0.0,United States,"Greeley, Colorado",260.0,M,6.2,188.98
ed94e47ec9764a8897f0b8861f677af3,Satoshi Honma,1968-05-19,,[],Light Heavyweight,4.0,7.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,Japan,"Sado, Niigata",204.0,M,6.0,182.88
a188ff532f2c4beb9dcdfeb9c9e950be,Ikuhisa Minowa,1976-01-12,Minowaman Z,['Freelance'],Light Heavyweight,63.0,45.0,0.0,11.0,42.0,10.0,0.0,17.0,7.0,21.0,0.0,Japan,"Hashima, Gifu",198.0,M,5.9,179.83
1721a67de26c49f6ac157486ba71d625,Joe Slick,1977-10-17,,[],Light Heavyweight,16.0,5.0,0.0,3.0,11.0,1.0,1.0,2.0,1.0,2.0,0.0,United States,"Iowa City, Iowa",199.0,M,6.0,182.88
d16044b1d4eb493f819be38022dcf39a,Steve Judson,,,[],Heavyweight,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States,"Phoenix, Arizona",220.0,M,6.1,185.93
653ef5f5460d4632b1462868792d9453,Jermaine Andre,1973-07-16,Bam Bam,[],Middleweight,14.0,4.0,0.0,11.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,United States,"Collinville, Illinois",185.0,M,5.7,173.74
344f2ac02daf43b3bc7b8a0c34fdffac,Bob Cook,,Crazy Bob,['American Kickboxing Academy'],Welterweight,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,"Fresno, California",170.0,M,5.9,179.83
e839320a40904afea3dfa18d8145d9a3,David Velasquez,1966-10-19,Little,['American Kickboxing Academy'],Featherweight,10.0,10.0,0.0,3.0,5.0,2.0,0.0,3.0,3.0,3.0,1.0,United States,"San Jose, California",145.0,M,5.5,167.64
da72c3a400c5471eb5e0255cf3c55642,Scott Adams,1974-07-16,,['The Pit'],Heavyweight,8.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,United States,"San Luis Obispo, California",225.0,M,6.0,182.88
f608a91de295413a8ab5f539cc02a507,Katsuhisa Fujii,1972-08-15,Shamoji,['Core'],Heavyweight,9.0,18.0,0.0,3.0,3.0,3.0,0.0,7.0,6.0,5.0,0.0,Japan,"Fukuyama, Hiroshima",217.0,M,6.0,182.88
87956c133bd146db88a0eaa09f4d7de7,Jason DeLucia,1969-07-24,,[],Light Heavyweight,33.0,21.0,0.0,7.0,13.0,13.0,0.0,6.0,13.0,2.0,0.0,United States,"Bellingham, Massachusets",190.0,M,5.11,155.75
61edfd5646d8406f9b7a8263811f6438,Keiichiro Yamamiya,1972-07-12,Kei,['Grabaka'],Welterweight,45.0,35.0,0.0,11.0,3.0,31.0,0.0,9.0,8.0,18.0,0.0,Japan,"Chigasaki, Kanagawa",170.0,M,5.11,155.75
2c79a889f08f43be9168d37e110a4d34,Masutatsu Yano,1975-07-11,,['RJW Central'],Light Heavyweight,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,Japan,"Sakurai, Nara",198.0,M,5.9,179.83
cbebe401ba9d45b2982c6d0e60a22d68,Frank Shamrock,1972-12-08,,['The Alliance'],Middleweight,23.0,10.0,0.0,4.0,12.0,5.0,2.0,4.0,2.0,3.0,1.0,United States,"Santa Monica, California",185.0,M,5.1,155.45
58629a20bf9e4935b425f07634c4822f,Jason Godsey,1964-01-01,,['Integrated Fighting Academy'],Heavyweight,16.0,16.0,0.0,2.0,14.0,0.0,0.0,7.0,7.0,2.0,0.0,United States,"Indianapolis, Indiana",245.0,M,6.2,188.98
bdd696dd9f254ed69cddedefa2290d8e,Brad Kohler,1964-05-26,,[],Heavyweight,12.0,15.0,0.0,8.0,4.0,0.0,0.0,9.0,6.0,0.0,0.0,United States,"Bloomington, Minnesota",220.0,M,5.9,179.83
5d6484ce6b13466e83ad3e433b1fdd23,Paul Jones,1963-02-10,,[],Light Heavyweight,11.0,1.0,0.0,1.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,United States,"Boys Ranch, Texas",198.0,M,5.9,179.83
124f8757530744c3bbdc3048be3ecb1e,Valeri Ignatov,,The X Factor,['Shamrock 2000'],Light Heavyweight,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Bulgaria,Sofia,191.0,M,5.9,179.83
b80e0a2cc95b471f8f675150922a8879,Lowell Anderson,,,['Gracie Jiu-Jitsu'],Welterweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,United States,"Fairfield, Idaho",158.0,M,5.6,170.69
385a831567a2447bbaef9540aa380e83,Alfonso Alcarez,1970-06-10,Alfie,['Nickwan Kick Gym'],Bantamweight,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,United States,"Las Vegas, Nevada",135.0,M,5.3,161.54
a70ac8f545314b559beba13f6db7f738,Marco Ruas,1961-01-23,The King of the Streets,['Ruas Vale Tudo'],Heavyweight,9.0,4.0,0.0,2.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,Brazil,Rio De Janeiro,210.0,M,6.1,185.93
a2c3bdeb0ce841909c422af9ddc34d92,Andre Pederneiras,1967-03-22,Dede,['Nova Uniao'],Welterweight,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Brazil,Rio de Janeiro,160.0,M,5.8,176.78
86851dd363a14166a5c5714b2486444e,Flavio Luiz Moura,1976-01-26,,['Gracie Fusion'],Light Heavyweight,19.0,7.0,0.0,5.0,9.0,5.0,0.0,1.0,4.0,2.0,0.0,Brazil,Rio de Janiero,187.0,M,5.11,155.75
c56f97a97af0401b9b5285789d680789,Royce Alger,1965-03-06,,['Hammer House'],Light Heavyweight,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,United States,"Iowa City, Iowa",205.0,M,5.1,155.45
311a0990edb14fbfa41412ab9c2f240b,Andre Roberts,1965-02-24,The Chief,[],Super Heavyweight,14.0,2.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,United States,"Tama, Iowa",345.0,M,6.2,188.98
156e733d223c47d296b570c7428675d5,Travis Fulton,1977-05-29,The Ironman,['Team Peak Performance'],Heavyweight,255.0,54.0,1.0,143.0,104.0,8.0,0.0,13.0,26.0,14.0,1.0,United States,"Cedar Falls, Iowa",258.0,M,6.0,182.88
bb3428ce0dc44ec0b502eff722520ea7,Bas Rutten,1965-02-24,El Guapo,[],Light Heavyweight,28.0,4.0,0.0,10.0,14.0,4.0,0.0,0.0,3.0,1.0,0.0,Netherlands,Eindhoven,205.0,M,6.1,185.93
88ab3a03e0be4688b26654df4e59b08e,Tony Petarra,1966-11-08,,['Shark Tank'],Light Heavyweight,2.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,United States,"Santa Maria, California",196.0,M,5.11,155.75
830f64079c32425a95fd7c9cf62abcba,Marcelo Mello,,,[],Welterweight,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil,,169.0,M,5.7,173.74
19e51d69d5594381b823b6fb84fd3d96,Dave Roberts,1977-11-15,,[],Light Heavyweight,5.0,8.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,United States,"Jacksonville, Florida",203.0,M,6.1,185.93
fbf34298d79d4700a25512cc4cac0ab1,Chris Condo,,,[],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,M,,
dd456069f5e04437b1b71bd7608e579d,Guy Mezger,1968-01-01,The Sandman,"[""Lion's Den Dallas""]",Light Heavyweight,30.0,13.0,1.0,11.0,6.0,13.0,0.0,5.0,3.0,5.0,0.0,United States,"Houston, Texas",200.0,M,6.1,185.93
118cea4820bd4ffb9ed68d47e0bc49f6,Gary Goodridge,1966-01-17,Big Daddy,['Big Daddy Fight Team'],Heavyweight,23.0,22.0,0.0,16.0,6.0,1.0,0.0,10.0,8.0,4.0,0.0,Canada,"Barrie, Ontario",240.0,M,6.3,192.02
db16d37b5bc74ed2b534f4b83ec79e21,Sione Latu,,,[],,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M,,
19eebcab82b748eaa1a56d8f467e0ff7,Joey Roberts,1977-11-11,,['Memphis Bad Boyz'],Light Heavyweight,4.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,United States,"Peculiar, Missouri",205.0,M,6.2,188.98
1ff299680d6d4c8d817ab6101bc62cec,Jorge Patino,1973-05-08,Macaco,"['Chute Boxe', 'Gold Team']",Lightweight,39.0,19.0,2.0,18.0,9.0,9.0,3.0,6.0,2.0,11.0,0.0,Brazil,"Sao Paulo, Sao Paulo",155.0,M,5.8,176.78
f523a73ff9ac4b8a94bf2142678d7618,Mark Coleman,1964-12-20,The Hammer,['Hammer House'],Light Heavyweight,16.0,10.0,0.0,7.0,5.0,4.0,0.0,3.0,5.0,2.0,0.0,United States,"Columbus, Ohio",205.0,M,6.1,185.93
ec740a9857dc4ae3a9c3c2ae8dccb64f,Jerry Bohlander,1974-11-02,,"[""Lion's Den""]",Light Heavyweight,11.0,4.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,1.0,0.0,United States,"Napa, California",199.0,M,5.11,155.75
2886b1a493dd445c890d57e01ec6938c,Mikey Burnett,1974-04-12,The Eastside Assassin,"[""Lion's Den""]",Welterweight,5.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,United States,"Tulsa, Oklahoma",170.0,M,5.6,170.69
95080266c61848f3b83300ad7ccf3f8a,Townsend Saunders,1968-07-16,,[],Welterweight,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,United States,"White Sands, New Mexico",170.0,M,5.5,167.64
9a7eb180681c4e839ef65bb5bbd4b25f,Darrell Gholar,1962-11-07,,[],Light Heavyweight,5.0,6.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,United States,"North Hollywood, California",198.0,M,5.8,176.78
ce6b5e585adc4eb3aa768d06983716f9,Frank Caracci,1970-02-16,,[],Light Heavyweight,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,United States,"New Orleans, Louisiana",205.0,M,5.7,173.74
3fd8eb0d44534b62933c79b7626f0ee9,John Lober,1968-02-26,The Machine,['Team Machine'],Middleweight,5.0,9.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,United States,"Huntington Beach, California",182.0,M,5.11,155.75
e822a42564144af28bfbcbb44023013e,Ebenezer Fontes Braga,1969-04-14,Pitbull,['Gracie Barra Combat Team'],Light Heavyweight,13.0,7.0,0.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,Brazil,Rio de Janeiro,199.0,M,6.0,182.88
33fee5667c3b4a588f537ce5d21255fe,Tulio Palhares,,,[],Middleweight,4.0,17.0,0.0,2.0,1.0,1.0,0.0,8.0,6.0,2.0,1.0,Brazil,Sao Paulo,180.0,M,5.1,155.45
527f89ccae584adcb53d928cd44d35f2,Adriano Santos,,,[],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,M,,
59147649dd0946f1a0bc1ed4a99c505e,Cesar Marcussi,,,"['Ryan Gracie Team', 'Veras TK']",Lightweight,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,Brazil,"Cascavel, Parana",155.0,M,,
b10bb609a3a64e94b3f97eed948878bd,Paulo Santos,,,[],,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,M,,
d3d53ef8192e45998b63e8a2ace36868,Hugo Duarte,1968-08-09,,['Hugo Duarte Luta Livre'],Heavyweight,6.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,Brazil,Rio De Janeiro,240.0,M,6.0,182.88
9aec332125f648a9ba06df20f8007c5e,Joe Pardo,,,['Gracie Jiu-Jitsu Academy'],Heavyweight,4.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,USA,"Torrance, California",210.0,M,6.1,185.93
eb0d034cb9214bb79a9477e7ae9f2855,Bob Gilstrap,1974-07-16,,[],Heavyweight,5.0,7.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,United States,"Seattle, Washington",210.0,M,6.3,192.02
8979b38b6a8e479c8f870aecf5a0cc71,Allan Goes,1974-07-16,,[],Heavyweight,5.0,7.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,United States,"Seattle, Washington",210.0,M,6.3,192.02
e005be48bc9f42d38fac228219d58484,Harry Moskowitz,1968-07-16,Dirty,[],Super Heavyweight,6.0,12.0,0.0,2.0,0.0,2.0,2.0,5.0,5.0,1.0,1.0,United States,"Ocean Springs, Mississippi",275.0,M,6.5,198.12
e7e0b349db374d578b82f16f7aa39345,Noe Hernandez,,,[],,5.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,,,,M,,
19465c2d75a9448aa9d31db4539475a8,Igor Zinoviev,1966-05-23,Houdini,[],Light Heavyweight,4.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Russia,St. Petersburg,195.0,M,6.1,185.93
d1153dcadfd743c48401dc2af3d5f0df,Kevin Jackson,1964-11-25,,[],Light Heavyweight,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,United States,"Phoenix, Arizona",199.0,M,5.1,155.45
526be8545075470f9c70710d583975dd,Eugenio Tadeu,1963-08-17,,[],Welterweight,2.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,Brazil,Rio de Janeiro,170.0,M,5.8,176.78
ffa3a943bee54728862d231a6853fd15,Courtney Turner,,,[],Welterweight,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,United States,"Metairie, Louisiana",170.0,M,6.2,188.98
8ca9d1c1bd1b47d4a16ea0e89126bf5b,Josh Stuart,,,[],Welterweight,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,United States,"Harvey, Louisiana",159.0,M,5.9,179.83
5b1619637db94d3aac5b231205791996,Kazushi Sakuraba,1969-07-14,The Gracie Hunter,['Laughter7'],Welterweight,26.0,17.0,2.0,4.0,19.0,3.0,0.0,10.0,3.0,4.0,0.0,Japan,"Katagami, Akita",167.0,M,6.0,182.88
4f39c619f40048868631684b5d61364a,Marcus Silveira,1964-12-09,Conan,['American Top Team'],Heavyweight,6.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,Brazil,Rio de Janeiro,242.0,M,6.3,192.02
d65c8e6dd66a46628ebd63a11099b226,Joe Charles,1958-07-16,The Ghetto Man,[],Heavyweight,6.0,13.0,0.0,2.0,3.0,1.0,0.0,3.0,9.0,1.0,0.0,United States,"Culver City, California",260.0,M,6.1,185.93
2c53aa91cd2448caaa9d4849d3c75efc,Mark Kerr,1968-12-21,The Smashing Machine,['Team Kerr'],Heavyweight,15.0,11.0,1.0,4.0,7.0,2.0,2.0,6.0,3.0,2.0,0.0,United States,"Phoenix, Arizona",255.0,M,6.3,192.02
aef79f2444684161a781c5f9ec8a35b4,Dwayne Cason,,,[],Heavyweight,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,United States,"Fayettville, North Carolina",212.0,M,5.1,155.45
355c87e88b304034b2e34c502da1cabf,Dave Beneteau,1968-07-16,Dangerous,[],Heavyweight,6.0,5.0,0.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,Canada,"Windsor, Ontario",250.0,M,6.2,188.98
3f96520907a242569f1a809593e108ac,Carlos Barreto,1968-07-22,Carlao,[],Heavyweight,14.0,9.0,0.0,8.0,5.0,1.0,0.0,2.0,0.0,7.0,0.0,Brazil,Rio de Janeiro,230.0,M,6.4,195.07
584897041b3140ef9761e963b37e8112,Greg Stott,,The Ranger,[],Heavyweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,United States,"Sanford, North Carolina",240.0,M,5.7,173.74
708dae784a404e538f761a6196c7b691,Houston Dorr,,,[],Light Heavyweight,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,United States,"Diamond Head, Mississippi",205.0,M,6.0,182.88
9608832d5bab4630a685072dcb7eba5a,Alex Hunter,,,[],Heavyweight,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,United States,"Tarpon Springs, Florida",226.0,M,5.9,179.83
9f89abec38dc475bb4578790414ee062,Dan Bobish,1970-01-26,The Bull,['Strong Style Fight Team'],Super Heavyweight,17.0,9.0,0.0,9.0,8.0,0.0,0.0,6.0,3.0,0.0,0.0,United States,"Cleveland, Ohio",332.0,M,6.1,185.93
7ed4f628518a4eb7b99fdcda29cf3b33,Brian Johnston,1968-07-28,Fury,['American Kickboxing Academy'],Heavyweight,5.0,5.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,United States,"San Jose, California",222.0,M,6.4,195.07
b62564b7f7854775bc1dbee1f709afef,Moti Horenstein,1964-03-23,The Hammer,['Moti Horenstein MMA'],Light Heavyweight,1.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,United States,"Spring Valley, New York",205.0,M,6.1,185.93
a173d79a77794fce8b1a7ece1f7aec8e,Todd Butler,,,[],Light Heavyweight,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,United States,"Curwensville, Phildelphia",198.0,M,6.1,185.93
3a9ee03f4d30463e81a0df9339e299ca,Joe Moreira,1961-07-03,Macaco,[],Light Heavyweight,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Brazil,Rio de Janeiro,205.0,M,5.11,155.75
f637469b853e42a4a803a5911f81f156,Yuri Vaulin,1963-09-13,,[],Heavyweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Latvia,Riga,207.0,M,6.4,195.07
a6d5b35ad47e43da95eb28347224a2ab,Sam Fulton,,,[],Heavyweight,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,United States,"Athens, Alabama",250.0,M,6.2,188.98
c34a7798c38f450fba3f8e5f24c7de0d,Donnie Chappell,,,[],,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,M,,
be1820e5995d49089a9a5c5b3c001e5c,Steven Graham,,,[],Super Heavyweight,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,United States,"Fayettsville, North Carolina",290.0,M,6.1,185.93
b3846327ff4a4e3a9e8f6156edab3fc0,Tony Halme,1963-01-06,The Viking,[],Super Heavyweight,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,Finland,Helsinki,300.0,M,6.4,195.07
69f31fde8ed6424d884d0be8f42e503c,Dmitri Stepanov,,,[],Heavyweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Belarus,Minsk,220.0,M,6.3,192.02
658989f89ea5486cac68b8ccf292bd77,Enson Inoue,1967-04-15,Yamato Damashi,['Purebred Omiya'],Light Heavyweight,12.0,8.0,0.0,5.0,7.0,0.0,0.0,4.0,1.0,2.0,1.0,Japan,"Omiya, Saitama",204.0,M,5.1,155.45
89939c85093246b3a7777cc3496488d9,Christophe Leininger,1962-07-16,,[],Light Heavyweight,3.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,United States,"Scottsdale, Arizona",200.0,M,6.0,182.88
78a02f4e712d4d219769579badcb0f3a,Jack Nilson,,The Ripper,[],Heavyweight,2.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,United States,"Augusta, Georgia",215.0,,6.3,192.02
8a0c1e1d395143cb835ee7c0ab895475,Saeed Hosseini,,,[],Heavyweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Iran,,265.0,,6.4,195.07
5a1e6043d4c0490682922f4785cfc548,Wes Albritton,,,[],Light Heavyweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,United States,,187.0,M,5.1,155.45
140f6c55661c4bdab429e51b89d20f28,Scott Ferrozzo,1965-04-26,The Pit Bull,[],Super Heavyweight,4.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,United States,"Shakopee, Minnesota",323.0,M,5.11,155.75
4461c38a9d444df4b33fb2ad56e05018,Nick Sanzo,1963-01-16,,[],Light Heavyweight,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,United States,"Niskayuna, New York",190.0,M,5.9,179.83
